stockCode,stockName,stockInfo,stockDate,stockIndex,stockK,stockD,amount
1468,昶和,成衣布90.04%、其他9.96% (2016年),2018-01-25,10.2,16.0758,24.8129,2000.0
1468,昶和,成衣布90.04%、其他9.96% (2016年),2018-01-24,10.15,18.5581,29.1815,2000.0
1468,昶和,成衣布90.04%、其他9.96% (2016年),2018-01-23,10.25,25.0593,34.4932,7000.0
1468,昶和,成衣布90.04%、其他9.96% (2016年),2018-01-22,10.15,29.2557,39.2102,
1468,昶和,成衣布90.04%、其他9.96% (2016年),2018-01-19,10.25,41.1058,44.1874,
1468,昶和,成衣布90.04%、其他9.96% (2016年),2018-01-18,10.4,53.3253,45.7282,-1000.0
1468,昶和,成衣布90.04%、其他9.96% (2016年),2018-01-17,11.0,63.3213,41.9297,23000.0
1468,昶和,成衣布90.04%、其他9.96% (2016年),2018-01-16,10.3,44.9819,31.2339,8000.0
1468,昶和,成衣布90.04%、其他9.96% (2016年),2018-01-15,10.1,17.4729,24.3598,
1468,昶和,成衣布90.04%、其他9.96% (2016年),2018-01-12,10.2,26.2093,27.8033,
1468,昶和,成衣布90.04%、其他9.96% (2016年),2018-01-11,10.2,26.814,28.6003,
1468,昶和,成衣布90.04%、其他9.96% (2016年),2012-11-21(LOWEST),8.99,9.96088,16.4863
1468,昶和,成衣布90.04%、其他9.96% (2016年),1999-01-21 上市

1789,神隆,原料藥95.28%、技術服務4.72% (2016年),2018-01-30,34.85,11.1343,14.499,,https://tw.stock.yahoo.com/q/ta?s=1789&tech_submit=%ACd+%B8%DF
1789,神隆,原料藥95.28%、技術服務4.72% (2016年),2018-01-29,35.1,16.7015,16.1814,20000.0
1789,神隆,原料藥95.28%、技術服務4.72% (2016年),2018-01-26,35.2,13.5137,15.9214,137000.0
1789,神隆,原料藥95.28%、技術服務4.72% (2016年),2018-01-25,35.15,8.90694,17.1252,253000.0
1789,神隆,原料藥95.28%、技術服務4.72% (2016年),2018-01-24,34.95,7.64612,21.2343,31000.0
1789,神隆,原料藥95.28%、技術服務4.72% (2016年),2018-01-23,35.2,11.4692,28.0284,112360.0
1789,神隆,原料藥95.28%、技術服務4.72% (2016年),2018-01-22,35.2,17.2038,36.3081,-18000.0
1789,神隆,原料藥95.28%、技術服務4.72% (2016年),2018-01-19,35.45,25.8056,45.8602,-160000.0
1789,神隆,原料藥95.28%、技術服務4.72% (2016年),2018-01-18,35.5,36.7854,55.8875,-62000.0
1789,神隆,原料藥95.28%、技術服務4.72% (2016年),2018-01-17,35.6,51.3319,65.4385,212339.0
1789,神隆,原料藥95.28%、技術服務4.72% (2016年),2018-01-16,36.05,69.3056,72.4918,-71000.0
1789,神隆,原料藥95.28%、技術服務4.72% (2016年),2018-01-15,36.7,78.9584,74.0849,-164061.0
1789,神隆,原料藥95.28%、技術服務4.72% (2016年),2018-01-12,35.7,68.4376,71.6481,
1789,神隆,原料藥95.28%、技術服務4.72% (2016年),2018-01-11,35.7,69.3231,73.2534,
1789,神隆,原料藥95.28%、技術服務4.72% (2016年),2015-08-06(LOWEST),31.4,6.68772,11.2224
1789,神隆,原料藥95.28%、技術服務4.72% (2016年),2011-09-29 上市

2634,漢翔,飛機及航空器維修類60.26%、引擎類38.10%、工業技術服務類1.64% (2016年),2018-01-30,35.35,5.58836,10.2246,-90000.0,https://tw.stock.yahoo.com/q/ta?s=2634&tech_submit=%ACd+%B8%DF
2634,漢翔,飛機及航空器維修類60.26%、引擎類38.10%、工業技術服務類1.64% (2016年),2018-01-29,35.55,8.38254,12.5427,-222000.0
2634,漢翔,飛機及航空器維修類60.26%、引擎類38.10%、工業技術服務類1.64% (2016年),2018-01-26,35.8,12.5738,14.6228,-92000.0
2634,漢翔,飛機及航空器維修類60.26%、引擎類38.10%、工業技術服務類1.64% (2016年),2018-01-25,35.85,15.2893,15.6473,-218000.0
2634,漢翔,飛機及航空器維修類60.26%、引擎類38.10%、工業技術服務類1.64% (2016年),2018-01-24,35.95,15.7911,15.8264,-388480.0
2634,漢翔,飛機及航空器維修類60.26%、引擎類38.10%、工業技術服務類1.64% (2016年),2018-01-23,35.75,9.40092,15.844,-168000.0
2634,漢翔,飛機及航空器維修類60.26%、引擎類38.10%、工業技術服務類1.64% (2016年),2018-01-22,35.9,14.1014,19.0655,-95000.0
2634,漢翔,飛機及航空器維修類60.26%、引擎類38.10%、工業技術服務類1.64% (2016年),2018-01-19,35.8,16.8042,21.5476,-408000.0
2634,漢翔,飛機及航空器維修類60.26%、引擎類38.10%、工業技術服務類1.64% (2016年),2018-01-18,36.2,25.2064,23.9193,-286000.0
2634,漢翔,飛機及航空器維修類60.26%、引擎類38.10%、工業技術服務類1.64% (2016年),2018-01-17,36.45,22.5921,23.2758,246231.0
2634,漢翔,飛機及航空器維修類60.26%、引擎類38.10%、工業技術服務類1.64% (2016年),2018-01-16,35.9,10.8113,23.6176,-325000.0
2634,漢翔,飛機及航空器維修類60.26%、引擎類38.10%、工業技術服務類1.64% (2016年),2018-01-15,35.85,14.2938,30.0208,-1051296.0
2634,漢翔,飛機及航空器維修類60.26%、引擎類38.10%、工業技術服務類1.64% (2016年),2018-01-12,36.35,21.4408,37.8843,
2634,漢翔,飛機及航空器維修類60.26%、引擎類38.10%、工業技術服務類1.64% (2016年),2018-01-11,36.6,32.1612,46.106,
2634,漢翔,飛機及航空器維修類60.26%、引擎類38.10%、工業技術服務類1.64% (2016年),2014-08-25(LOWEST),30.0,0.0,0.0
2634,漢翔,飛機及航空器維修類60.26%、引擎類38.10%、工業技術服務類1.64% (2016年),2014-08-25 上市

2722,夏都,客房73.01%、餐飲收入24.72%、其他2.26% (2016年),2018-01-30,35.0,11.6625,13.8269,,https://tw.stock.yahoo.com/q/ta?s=2722&tech_submit=%ACd+%B8%DF
2722,夏都,客房73.01%、餐飲收入24.72%、其他2.26% (2016年),2018-01-29,34.95,11.2437,14.9091,
2722,夏都,客房73.01%、餐飲收入24.72%、其他2.26% (2016年),2018-01-25,34.95,13.7405,16.7418,0.0
2722,夏都,客房73.01%、餐飲收入24.72%、其他2.26% (2016年),2018-01-24,34.95,14.7284,18.2425,1000.0
2722,夏都,客房73.01%、餐飲收入24.72%、其他2.26% (2016年),2018-01-23,35.0,16.2102,19.9996,3000.0
2722,夏都,客房73.01%、餐飲收入24.72%、其他2.26% (2016年),2018-01-22,34.95,15.4918,21.8943,
2722,夏都,客房73.01%、餐飲收入24.72%、其他2.26% (2016年),2018-01-19,34.9,17.3553,25.0955,
2722,夏都,客房73.01%、餐飲收入24.72%、其他2.26% (2016年),2018-01-18,35.0,23.0917,28.9656,-1000.0
2722,夏都,客房73.01%、餐飲收入24.72%、其他2.26% (2016年),2018-01-17,35.7,30.3519,31.9026,14000.0
2722,夏都,客房73.01%、餐飲收入24.72%、其他2.26% (2016年),2018-01-16,35.0,21.2422,32.6779,3000.0
2722,夏都,客房73.01%、餐飲收入24.72%、其他2.26% (2016年),2018-01-15,34.85,27.5775,38.3958,
2722,夏都,客房73.01%、餐飲收入24.72%、其他2.26% (2016年),2018-01-10,35.0,35.1163,43.8049,
2722,夏都,客房73.01%、餐飲收入24.72%、其他2.26% (2016年),2018-01-05,35.05,42.6744,48.1493,
2722,夏都,客房73.01%、餐飲收入24.72%、其他2.26% (2016年),2018-01-03,35.1,52.7616,50.8867,
2722,夏都,客房73.01%、餐飲收入24.72%、其他2.26% (2016年),2017-08-08(LOWEST),31.6,0.761649,3.56599
2722,夏都,客房73.01%、餐飲收入24.72%、其他2.26% (2016年),2012-03-14 上市

2867,三商壽,個人壽險保費76.92%、利息收入15.03%、分離帳戶保險商品收益5.19%、處分投資收益3.73%、金融資產評價損益2.58%、手續費0.28%、投資性不動產損益0.28%、其他投資損益0.08%、再保佣金0.05%、其他營業0.03% (2016年),2018-01-30,16.15,15.3792,25.4613,,https://tw.stock.yahoo.com/q/ta?s=2867&tech_submit=%ACd+%B8%DF
2867,三商壽,個人壽險保費76.92%、利息收入15.03%、分離帳戶保險商品收益5.19%、處分投資收益3.73%、金融資產評價損益2.58%、手續費0.28%、投資性不動產損益0.28%、其他投資損益0.08%、再保佣金0.05%、其他營業0.03% (2016年),2018-01-29,16.15,15.926,30.5023,-29000.0
2867,三商壽,個人壽險保費76.92%、利息收入15.03%、分離帳戶保險商品收益5.19%、處分投資收益3.73%、金融資產評價損益2.58%、手續費0.28%、投資性不動產損益0.28%、其他投資損益0.08%、再保佣金0.05%、其他營業0.03% (2016年),2018-01-26,16.1,16.7461,37.7904,651770.0
2867,三商壽,個人壽險保費76.92%、利息收入15.03%、分離帳戶保險商品收益5.19%、處分投資收益3.73%、金融資產評價損益2.58%、手續費0.28%、投資性不動產損益0.28%、其他投資損益0.08%、再保佣金0.05%、其他營業0.03% (2016年),2018-01-25,16.15,25.1191,48.3125,137000.0
2867,三商壽,個人壽險保費76.92%、利息收入15.03%、分離帳戶保險商品收益5.19%、處分投資收益3.73%、金融資產評價損益2.58%、手續費0.28%、投資性不動產損益0.28%、其他投資損益0.08%、再保佣金0.05%、其他營業0.03% (2016年),2018-01-24,16.3,37.6787,59.9093,909000.0
2867,三商壽,個人壽險保費76.92%、利息收入15.03%、分離帳戶保險商品收益5.19%、處分投資收益3.73%、金融資產評價損益2.58%、手續費0.28%、投資性不動產損益0.28%、其他投資損益0.08%、再保佣金0.05%、其他營業0.03% (2016年),2018-01-23,16.35,56.518,71.0245,499000.0
2867,三商壽,個人壽險保費76.92%、利息收入15.03%、分離帳戶保險商品收益5.19%、處分投資收益3.73%、金融資產評價損益2.58%、手續費0.28%、投資性不動產損益0.28%、其他投資損益0.08%、再保佣金0.05%、其他營業0.03% (2016年),2018-01-22,16.35,68.1104,78.2778,54000.0
2867,三商壽,個人壽險保費76.92%、利息收入15.03%、分離帳戶保險商品收益5.19%、處分投資收益3.73%、金融資產評價損益2.58%、手續費0.28%、投資性不動產損益0.28%、其他投資損益0.08%、再保佣金0.05%、其他營業0.03% (2016年),2018-01-19,16.45,85.4989,83.3615,273000.0
2867,三商壽,個人壽險保費76.92%、利息收入15.03%、分離帳戶保險商品收益5.19%、處分投資收益3.73%、金融資產評價損益2.58%、手續費0.28%、投資性不動產損益0.28%、其他投資損益0.08%、再保佣金0.05%、其他營業0.03% (2016年),2018-01-18,16.4,78.2484,82.2927,88016.0
2867,三商壽,個人壽險保費76.92%、利息收入15.03%、分離帳戶保險商品收益5.19%、處分投資收益3.73%、金融資產評價損益2.58%、手續費0.28%、投資性不動產損益0.28%、其他投資損益0.08%、再保佣金0.05%、其他營業0.03% (2016年),2018-01-17,16.4,84.0393,84.3149,609000.0
2867,三商壽,個人壽險保費76.92%、利息收入15.03%、分離帳戶保險商品收益5.19%、處分投資收益3.73%、金融資產評價損益2.58%、手續費0.28%、投資性不動產損益0.28%、其他投資損益0.08%、再保佣金0.05%、其他營業0.03% (2016年),2018-01-16,16.45,92.7256,84.4527,143000.0
2867,三商壽,個人壽險保費76.92%、利息收入15.03%、分離帳戶保險商品收益5.19%、處分投資收益3.73%、金融資產評價損益2.58%、手續費0.28%、投資性不動產損益0.28%、其他投資損益0.08%、再保佣金0.05%、其他營業0.03% (2016年),2018-01-15,16.4,89.0884,80.3163,853212.0
2867,三商壽,個人壽險保費76.92%、利息收入15.03%、分離帳戶保險商品收益5.19%、處分投資收益3.73%、金融資產評價損益2.58%、手續費0.28%、投資性不動產損益0.28%、其他投資損益0.08%、再保佣金0.05%、其他營業0.03% (2016年),2018-01-12,16.4,83.6326,75.9302,
2867,三商壽,個人壽險保費76.92%、利息收入15.03%、分離帳戶保險商品收益5.19%、處分投資收益3.73%、金融資產評價損益2.58%、手續費0.28%、投資性不動產損益0.28%、其他投資損益0.08%、再保佣金0.05%、其他營業0.03% (2016年),2018-01-11,16.3,75.4489,72.079,
2867,三商壽,個人壽險保費76.92%、利息收入15.03%、分離帳戶保險商品收益5.19%、處分投資收益3.73%、金融資產評價損益2.58%、手續費0.28%、投資性不動產損益0.28%、其他投資損益0.08%、再保佣金0.05%、其他營業0.03% (2016年),2016-06-17(LOWEST),14.3,5.84561,18.0554
2867,三商壽,個人壽險保費76.92%、利息收入15.03%、分離帳戶保險商品收益5.19%、處分投資收益3.73%、金融資產評價損益2.58%、手續費0.28%、投資性不動產損益0.28%、其他投資損益0.08%、再保佣金0.05%、其他營業0.03% (2016年),2012-12-18 上市

2929,淘帝-KY,童裝100.00% (2016年),2018-01-30,107.5,11.3295,25.6665,,https://tw.stock.yahoo.com/q/ta?s=2929&tech_submit=%ACd+%B8%DF
2929,淘帝-KY,童裝100.00% (2016年),2018-01-29,109.0,16.9943,32.835,-30000.0
2929,淘帝-KY,童裝100.00% (2016年),2018-01-26,110.0,25.4914,40.7554,3000.0
2929,淘帝-KY,童裝100.00% (2016年),2018-01-25,110.0,38.2371,48.3874,4000.0
2929,淘帝-KY,童裝100.00% (2016年),2018-01-24,112.0,57.3556,53.4625,96000.0
2929,淘帝-KY,童裝100.00% (2016年),2018-01-23,111.5,52.7001,51.516,-89000.0
2929,淘帝-KY,童裝100.00% (2016年),2018-01-22,113.0,54.0502,50.9239,312000.0
2929,淘帝-KY,童裝100.00% (2016年),2018-01-19,110.5,31.0752,49.3608,111608.0
2929,淘帝-KY,童裝100.00% (2016年),2018-01-18,110.0,38.2795,58.5035,44000.0
2929,淘帝-KY,童裝100.00% (2016年),2018-01-17,111.0,57.4193,68.6155,82746.0
2929,淘帝-KY,童裝100.00% (2016年),2018-01-16,111.0,69.4623,74.2137,-36000.0
2929,淘帝-KY,童裝100.00% (2016年),2018-01-15,111.5,79.1934,76.5894,-85000.0
2929,淘帝-KY,童裝100.00% (2016年),2018-01-12,112.5,87.5401,75.2874,
2929,淘帝-KY,童裝100.00% (2016年),2018-01-11,113.0,85.8556,69.161,
2929,淘帝-KY,童裝100.00% (2016年),2017-05-09(LOWEST),94.3,1.89707,4.98708
2929,淘帝-KY,童裝100.00% (2016年),2013-12-30 上市

3057,喬鼎,系統產品97.65%、控制卡1.41%、其他0.93% (2016年),2018-01-30,10.45,12.3535,13.2069,,https://tw.stock.yahoo.com/q/ta?s=3057&tech_submit=%ACd+%B8%DF
3057,喬鼎,系統產品97.65%、控制卡1.41%、其他0.93% (2016年),2018-01-29,10.4,9.43927,13.6336,-3000.0
3057,喬鼎,系統產品97.65%、控制卡1.41%、其他0.93% (2016年),2018-01-26,10.45,9.99224,15.7307,32000.0
3057,喬鼎,系統產品97.65%、控制卡1.41%、其他0.93% (2016年),2018-01-25,10.35,8.32169,18.5999,-20000.0
3057,喬鼎,系統產品97.65%、控制卡1.41%、其他0.93% (2016年),2018-01-24,10.45,12.4825,23.739,-1000.0
3057,喬鼎,系統產品97.65%、控制卡1.41%、其他0.93% (2016年),2018-01-23,10.5,18.7238,29.3673,-43000.0
3057,喬鼎,系統產品97.65%、控制卡1.41%、其他0.93% (2016年),2018-01-22,10.55,28.0857,34.689,-37000.0
3057,喬鼎,系統產品97.65%、控制卡1.41%、其他0.93% (2016年),2018-01-19,10.85,42.1286,37.9907,-5000.0
3057,喬鼎,系統產品97.65%、控制卡1.41%、其他0.93% (2016年),2018-01-18,10.9,44.4428,35.9217,-62000.0
3057,喬鼎,系統產品97.65%、控制卡1.41%、其他0.93% (2016年),2018-01-17,10.95,41.6643,31.6612,16000.0
3057,喬鼎,系統產品97.65%、控制卡1.41%、其他0.93% (2016年),2018-01-16,11.1,37.4964,26.6596,-1000.0
3057,喬鼎,系統產品97.65%、控制卡1.41%、其他0.93% (2016年),2018-01-15,10.8,16.2446,21.2413,-21000.0
3057,喬鼎,系統產品97.65%、控制卡1.41%、其他0.93% (2016年),2018-01-12,10.75,14.3669,23.7396,
3057,喬鼎,系統產品97.65%、控制卡1.41%、其他0.93% (2016年),2018-01-11,10.7,16.5503,28.426,
3057,喬鼎,系統產品97.65%、控制卡1.41%、其他0.93% (2016年),2008-11-20(LOWEST),9.84,1.67235,6.09917
3057,喬鼎,系統產品97.65%、控制卡1.41%、其他0.93% (2016年),2004-09-01 上市

3416,融程電,嵌入式系統模組73.94%、液晶顯示應用設備及模組21.03%、其他5.02% (2016年),2018-01-30,50.4,8.35047,19.0332,,https://tw.stock.yahoo.com/q/ta?s=3416&tech_submit=%ACd+%B8%DF
3416,融程電,嵌入式系統模組73.94%、液晶顯示應用設備及模組21.03%、其他5.02% (2016年),2018-01-29,50.6,12.5257,24.3746,-6000.0
3416,融程電,嵌入式系統模組73.94%、液晶顯示應用設備及模組21.03%、其他5.02% (2016年),2018-01-26,50.9,18.7886,30.299,-8000.0
3416,融程電,嵌入式系統模組73.94%、液晶顯示應用設備及模組21.03%、其他5.02% (2016年),2018-01-25,51.4,28.1829,36.0542,5000.0
3416,融程電,嵌入式系統模組73.94%、液晶顯示應用設備及模組21.03%、其他5.02% (2016年),2018-01-24,51.3,25.6076,39.9899,1000.0
3416,融程電,嵌入式系統模組73.94%、液晶顯示應用設備及模組21.03%、其他5.02% (2016年),2018-01-23,51.3,38.4114,47.181,2000.0
3416,融程電,嵌入式系統模組73.94%、液晶顯示應用設備及模組21.03%、其他5.02% (2016年),2018-01-22,51.5,45.1171,51.5658,1000.0
3416,融程電,嵌入式系統模組73.94%、液晶顯示應用設備及模組21.03%、其他5.02% (2016年),2018-01-19,51.3,37.6757,54.7902,-10000.0
3416,融程電,嵌入式系統模組73.94%、液晶顯示應用設備及模組21.03%、其他5.02% (2016年),2018-01-18,51.3,49.3707,63.3475,-4000.0
3416,融程電,嵌入式系統模組73.94%、液晶顯示應用設備及模組21.03%、其他5.02% (2016年),2018-01-17,51.6,66.9132,70.3358,7000.0
3416,融程電,嵌入式系統模組73.94%、液晶顯示應用設備及模組21.03%、其他5.02% (2016年),2018-01-16,51.6,67.0365,72.0472,-9000.0
3416,融程電,嵌入式系統模組73.94%、液晶顯示應用設備及模組21.03%、其他5.02% (2016年),2018-01-15,51.6,67.2214,74.5525,
3416,融程電,嵌入式系統模組73.94%、液晶顯示應用設備及模組21.03%、其他5.02% (2016年),2018-01-12,51.4,65.832,78.2181,
3416,融程電,嵌入式系統模組73.94%、液晶顯示應用設備及模組21.03%、其他5.02% (2016年),2018-01-11,51.2,73.7481,84.4111,
3416,融程電,嵌入式系統模組73.94%、液晶顯示應用設備及模組21.03%、其他5.02% (2016年),2016-07-27(LOWEST),46.1,16.4563,37.5527
3416,融程電,嵌入式系統模組73.94%、液晶顯示應用設備及模組21.03%、其他5.02% (2016年),2015-01-23 上市

4536,拓凱,運動休閒產品75.95%、航太醫療產品15.16%、原材料及其他8.89% (2016年),2018-01-30,89.2,12.1333,28.0956,,https://tw.stock.yahoo.com/q/ta?s=4536&tech_submit=%ACd+%B8%DF
4536,拓凱,運動休閒產品75.95%、航太醫療產品15.16%、原材料及其他8.89% (2016年),2018-01-29,89.6,18.1999,36.0768,-1000.0
4536,拓凱,運動休閒產品75.95%、航太醫療產品15.16%、原材料及其他8.89% (2016年),2018-01-26,89.7,25.8713,45.0152,-1000.0
4536,拓凱,運動休閒產品75.95%、航太醫療產品15.16%、原材料及其他8.89% (2016年),2018-01-25,89.5,35.9498,54.5872,-29000.0
4536,拓凱,運動休閒產品75.95%、航太醫療產品15.16%、原材料及其他8.89% (2016年),2018-01-24,90.1,53.9247,63.9059,2000.0
4536,拓凱,運動休閒產品75.95%、航太醫療產品15.16%、原材料及其他8.89% (2016年),2018-01-23,90.9,67.137,68.8965,1000.0
4536,拓凱,運動休閒產品75.95%、航太醫療產品15.16%、原材料及其他8.89% (2016年),2018-01-22,90.8,72.1341,69.7763,-1000.0
4536,拓凱,運動休閒產品75.95%、航太醫療產品15.16%、原材料及其他8.89% (2016年),2018-01-19,92.0,80.6501,68.5974,
4536,拓凱,運動休閒產品75.95%、航太醫療產品15.16%、原材料及其他8.89% (2016年),2018-01-18,92.6,81.1792,62.571,1000.0
4536,拓凱,運動休閒產品75.95%、航太醫療產品15.16%、原材料及其他8.89% (2016年),2018-01-17,93.0,75.8505,53.267,35000.0
4536,拓凱,運動休閒產品75.95%、航太醫療產品15.16%、原材料及其他8.89% (2016年),2018-01-16,91.8,63.7757,41.9752,2000.0
4536,拓凱,運動休閒產品75.95%、航太醫療產品15.16%、原材料及其他8.89% (2016年),2018-01-15,89.9,45.6635,31.075,
4536,拓凱,運動休閒產品75.95%、航太醫療產品15.16%、原材料及其他8.89% (2016年),2018-01-12,89.0,21.1269,23.7807,
4536,拓凱,運動休閒產品75.95%、航太醫療產品15.16%、原材料及其他8.89% (2016年),2018-01-11,88.1,9.19034,25.1076,
4536,拓凱,運動休閒產品75.95%、航太醫療產品15.16%、原材料及其他8.89% (2016年),2017-12-13(LOWEST),86.0,2.1122,4.67211
4536,拓凱,運動休閒產品75.95%、航太醫療產品15.16%、原材料及其他8.89% (2016年),2013-10-09 上市

5519,隆大,建屋銷售64.23%、建築工程33.57%、租賃2.20% (2016年),2018-01-30,10.35,16.6139,26.0432,,https://tw.stock.yahoo.com/q/ta?s=5519&tech_submit=%ACd+%B8%DF
5519,隆大,建屋銷售64.23%、建築工程33.57%、租賃2.20% (2016年),2018-01-29,10.5,24.9208,30.7579,
5519,隆大,建屋銷售64.23%、建築工程33.57%、租賃2.20% (2016年),2018-01-26,10.6,37.3812,33.6765,
5519,隆大,建屋銷售64.23%、建築工程33.57%、租賃2.20% (2016年),2018-01-25,10.6,31.0719,31.8241,4000.0
5519,隆大,建屋銷售64.23%、建築工程33.57%、租賃2.20% (2016年),2018-01-24,10.55,21.6078,32.2002,3000.0
5519,隆大,建屋銷售64.23%、建築工程33.57%、租賃2.20% (2016年),2018-01-23,10.5,19.9117,37.4964,7000.0
5519,隆大,建屋銷售64.23%、建築工程33.57%、租賃2.20% (2016年),2018-01-22,10.5,29.8675,46.2888,
5519,隆大,建屋銷售64.23%、建築工程33.57%、租賃2.20% (2016年),2018-01-19,10.5,44.8013,54.4994,
5519,隆大,建屋銷售64.23%、建築工程33.57%、租賃2.20% (2016年),2018-01-18,10.7,67.2019,59.3485,-9000.0
5519,隆大,建屋銷售64.23%、建築工程33.57%、租賃2.20% (2016年),2018-01-17,10.65,50.8028,55.4218,26000.0
5519,隆大,建屋銷售64.23%、建築工程33.57%、租賃2.20% (2016年),2018-01-16,10.7,51.2043,57.7313,7000.0
5519,隆大,建屋銷售64.23%、建築工程33.57%、租賃2.20% (2016年),2018-01-15,10.6,43.4731,60.9948,
5519,隆大,建屋銷售64.23%、建築工程33.57%、租賃2.20% (2016年),2018-01-12,10.5,48.5429,69.7556,
5519,隆大,建屋銷售64.23%、建築工程33.57%、租賃2.20% (2016年),2018-01-11,10.65,72.8144,80.362,
5519,隆大,建屋銷售64.23%、建築工程33.57%、租賃2.20% (2016年),2016-11-14(LOWEST),10.0,7.6123,16.3973
5519,隆大,建屋銷售64.23%、建築工程33.57%、租賃2.20% (2016年),2014-02-10 上市

5706,鳳凰,歐洲線33.15%、大陸線16.32%、東北亞線12.03%、郵輪線10.69%、美洲線10.09%、亞洲線6.07%、紐澳線5.10%、其他3.62%、國民旅遊2.93% (2016年),2018-01-30,35.2,5.57387,16.9164,,https://tw.stock.yahoo.com/q/ta?s=5706&tech_submit=%ACd+%B8%DF
5706,鳳凰,歐洲線33.15%、大陸線16.32%、東北亞線12.03%、郵輪線10.69%、美洲線10.09%、亞洲線6.07%、紐澳線5.10%、其他3.62%、國民旅遊2.93% (2016年),2018-01-29,35.2,8.3608,22.5877,
5706,鳳凰,歐洲線33.15%、大陸線16.32%、東北亞線12.03%、郵輪線10.69%、美洲線10.09%、亞洲線6.07%、紐澳線5.10%、其他3.62%、國民旅遊2.93% (2016年),2018-01-26,35.25,12.5412,29.7011,
5706,鳳凰,歐洲線33.15%、大陸線16.32%、東北亞線12.03%、郵輪線10.69%、美洲線10.09%、亞洲線6.07%、紐澳線5.10%、其他3.62%、國民旅遊2.93% (2016年),2018-01-25,35.3,18.8118,38.2811,2000.0
5706,鳳凰,歐洲線33.15%、大陸線16.32%、東北亞線12.03%、郵輪線10.69%、美洲線10.09%、亞洲線6.07%、紐澳線5.10%、其他3.62%、國民旅遊2.93% (2016年),2018-01-24,35.4,28.2177,48.0158,6000.0
5706,鳳凰,歐洲線33.15%、大陸線16.32%、東北亞線12.03%、郵輪線10.69%、美洲線10.09%、亞洲線6.07%、紐澳線5.10%、其他3.62%、國民旅遊2.93% (2016年),2018-01-23,35.3,36.0765,57.9148,-13000.0
5706,鳳凰,歐洲線33.15%、大陸線16.32%、東北亞線12.03%、郵輪線10.69%、美洲線10.09%、亞洲線6.07%、紐澳線5.10%、其他3.62%、國民旅遊2.93% (2016年),2018-01-22,35.55,54.1148,68.8339,1000.0
5706,鳳凰,歐洲線33.15%、大陸線16.32%、東北亞線12.03%、郵輪線10.69%、美洲線10.09%、亞洲線6.07%、紐澳線5.10%、其他3.62%、國民旅遊2.93% (2016年),2018-01-19,35.7,65.5472,76.1935,
5706,鳳凰,歐洲線33.15%、大陸線16.32%、東北亞線12.03%、郵輪線10.69%、美洲線10.09%、亞洲線6.07%、紐澳線5.10%、其他3.62%、國民旅遊2.93% (2016年),2018-01-18,35.7,73.3208,81.5166,-3000.0
5706,鳳凰,歐洲線33.15%、大陸線16.32%、東北亞線12.03%、郵輪線10.69%、美洲線10.09%、亞洲線6.07%、紐澳線5.10%、其他3.62%、國民旅遊2.93% (2016年),2018-01-17,35.8,82.2034,85.6146,9000.0
