stockCode,stockName,stockInfo,stockDate,stockIndex,stockK,stockD,amount
5225,東科-KY,帶電子揚聲器及音響52.91%、傳統揚聲器18.19%、其他11.11%、耳機9.26%、高級揚聲器4.31%、無線揚聲器4.22% (2016年),2018-01-19,28.35,56.6838,35.6783,
5225,東科-KY,帶電子揚聲器及音響52.91%、傳統揚聲器18.19%、其他11.11%、耳機9.26%、高級揚聲器4.31%、無線揚聲器4.22% (2016年),2017-08-24(LOWEST),25.4,1.27564,4.85123
5225,東科-KY,帶電子揚聲器及音響52.91%、傳統揚聲器18.19%、其他11.11%、耳機9.26%、高級揚聲器4.31%、無線揚聲器4.22% (2016年),2012-11-05 上市

5258,虹堡,電子金融交易終端機82.98%、電子式收銀機及週邊設備7.10%、其他6.50%、個人金融應用產品3.42% (2016年),2018-01-29,25.55,18.2464,23.7386,9000.0,https://tw.stock.yahoo.com/q/ta?s=5258&tech_submit=%ACd+%B8%DF
5258,虹堡,電子金融交易終端機82.98%、電子式收銀機及週邊設備7.10%、其他6.50%、個人金融應用產品3.42% (2016年),2018-01-26,26.0,18.3475,41.4473,8000.0
5258,虹堡,電子金融交易終端機82.98%、電子式收銀機及週邊設備7.10%、其他6.50%、個人金融應用產品3.42% (2016年),2018-01-25,26.2,27.5212,52.9973,1000.0
5258,虹堡,電子金融交易終端機82.98%、電子式收銀機及週邊設備7.10%、其他6.50%、個人金融應用產品3.42% (2016年),2018-01-24,26.55,41.2818,65.7353,4000.0
5258,虹堡,電子金融交易終端機82.98%、電子式收銀機及週邊設備7.10%、其他6.50%、個人金融應用產品3.42% (2016年),2018-01-23,26.5,55.2561,77.962,13000.0
5258,虹堡,電子金融交易終端機82.98%、電子式收銀機及週邊設備7.10%、其他6.50%、個人金融應用產品3.42% (2016年),2018-01-22,26.8,79.5507,89.315,3000.0
5258,虹堡,電子金融交易終端機82.98%、電子式收銀機及週邊設備7.10%、其他6.50%、個人金融應用產品3.42% (2016年),2018-01-19,27.2,95.9928,94.1971,
5258,虹堡,電子金融交易終端機82.98%、電子式收銀機及週邊設備7.10%、其他6.50%、個人金融應用產品3.42% (2016年),2017-12-07(LOWEST),23.25,1.29692,1.50146
5258,虹堡,電子金融交易終端機82.98%、電子式收銀機及週邊設備7.10%、其他6.50%、個人金融應用產品3.42% (2016年),2016-12-30 上市

5284,jpp-KY,通訊類產品33.50%、其他22.57%、航空類產品20.57%、電子19.93%、醫療類產品3.43% (2016年),2018-01-29,64.5,24.3407,29.7074,,https://tw.stock.yahoo.com/q/ta?s=5284&tech_submit=%ACd+%B8%DF
5284,jpp-KY,通訊類產品33.50%、其他22.57%、航空類產品20.57%、電子19.93%、醫療類產品3.43% (2016年),2018-01-26,64.5,13.3667,27.497,-4000.0
5284,jpp-KY,通訊類產品33.50%、其他22.57%、航空類產品20.57%、電子19.93%、醫療類產品3.43% (2016年),2018-01-25,64.5,20.0501,34.5621,1000.0
5284,jpp-KY,通訊類產品33.50%、其他22.57%、航空類產品20.57%、電子19.93%、醫療類產品3.43% (2016年),2018-01-24,64.8,30.0751,41.8181,-1000.0
5284,jpp-KY,通訊類產品33.50%、其他22.57%、航空類產品20.57%、電子19.93%、醫療類產品3.43% (2016年),2018-01-23,64.5,28.4459,47.6896,-45000.0
5284,jpp-KY,通訊類產品33.50%、其他22.57%、航空類產品20.57%、電子19.93%、醫療類產品3.43% (2016年),2018-01-22,65.0,42.6689,57.3114,-27000.0
5284,jpp-KY,通訊類產品33.50%、其他22.57%、航空類產品20.57%、電子19.93%、醫療類產品3.43% (2016年),2018-01-19,64.7,42.5748,64.6327,1000.0
5284,jpp-KY,通訊類產品33.50%、其他22.57%、航空類產品20.57%、電子19.93%、醫療類產品3.43% (2016年),2017-04-18(LOWEST),59.0,17.7544,17.1982
5284,jpp-KY,通訊類產品33.50%、其他22.57%、航空類產品20.57%、電子19.93%、醫療類產品3.43% (2016年),2017-03-09 上市

8072,陞泰,視訊監控系統100.00% (2016年),2018-01-29,21.45,23.0695,22.2915,,https://tw.stock.yahoo.com/q/ta?s=8072&tech_submit=%ACd+%B8%DF
8072,陞泰,視訊監控系統100.00% (2016年),2018-01-26,21.4,38.1503,46.1672,
8072,陞泰,視訊監控系統100.00% (2016年),2018-01-25,21.5,57.2255,50.1756,1000.0
8072,陞泰,視訊監控系統100.00% (2016年),2018-01-24,21.5,52.5049,46.6507,2000.0
8072,陞泰,視訊監控系統100.00% (2016年),2018-01-23,21.45,45.424,43.7236,3000.0
8072,陞泰,視訊監控系統100.00% (2016年),2018-01-22,21.4,43.136,42.8734,
8072,陞泰,視訊監控系統100.00% (2016年),2018-01-19,21.45,52.204,42.7421,
8072,陞泰,視訊監控系統100.00% (2016年),2017-07-25(LOWEST),20.0,27.9516,39.3255
8072,陞泰,視訊監控系統100.00% (2016年),2005-08-19 上市

8429,金麗-KY,休閒鞋56.27%、服飾(含牛仔服飾)42.89%、配件0.69%、化妝品0.14% (2016年),2018-01-29,23.85,16.547,27.3816,-8000.0,https://tw.stock.yahoo.com/q/ta?s=8429&tech_submit=%ACd+%B8%DF
8429,金麗-KY,休閒鞋56.27%、服飾(含牛仔服飾)42.89%、配件0.69%、化妝品0.14% (2016年),2018-01-26,23.95,0.967841,3.97871,4000.0
8429,金麗-KY,休閒鞋56.27%、服飾(含牛仔服飾)42.89%、配件0.69%、化妝品0.14% (2016年),2018-01-25,24.0,1.45176,5.48414,-14000.0
8429,金麗-KY,休閒鞋56.27%、服飾(含牛仔服飾)42.89%、配件0.69%、化妝品0.14% (2016年),2018-01-24,24.05,2.17764,7.50033,-13660.0
8429,金麗-KY,休閒鞋56.27%、服飾(含牛仔服飾)42.89%、配件0.69%、化妝品0.14% (2016年),2018-01-23,24.05,3.26646,10.1617,-3000.0
8429,金麗-KY,休閒鞋56.27%、服飾(含牛仔服飾)42.89%、配件0.69%、化妝品0.14% (2016年),2018-01-22,24.05,4.8997,13.6093,-5532.0
8429,金麗-KY,休閒鞋56.27%、服飾(含牛仔服飾)42.89%、配件0.69%、化妝品0.14% (2016年),2018-01-19,24.1,7.34955,17.9641,-61000.0
8429,金麗-KY,休閒鞋56.27%、服飾(含牛仔服飾)42.89%、配件0.69%、化妝品0.14% (2016年),2017-12-27(LOWEST),23.65,21.155,29.5492
8429,金麗-KY,休閒鞋56.27%、服飾(含牛仔服飾)42.89%、配件0.69%、化妝品0.14% (2016年),2012-12-20 上市

8443,阿瘦,鞋82.25%、其他10.04%、皮包4.30%、襪類3.41% (2016年),2018-01-29,13.9,18.1479,24.2682,,https://tw.stock.yahoo.com/q/ta?s=8443&tech_submit=%ACd+%B8%DF
8443,阿瘦,鞋82.25%、其他10.04%、皮包4.30%、襪類3.41% (2016年),2018-01-26,14.05,57.7523,56.8043,
8443,阿瘦,鞋82.25%、其他10.04%、皮包4.30%、襪類3.41% (2016年),2018-01-25,14.1,61.6284,56.3304,2000.0
8443,阿瘦,鞋82.25%、其他10.04%、皮包4.30%、襪類3.41% (2016年),2018-01-24,14.1,59.1093,53.6813,2000.0
8443,阿瘦,鞋82.25%、其他10.04%、皮包4.30%、襪類3.41% (2016年),2018-01-23,14.1,55.3307,50.9673,3000.0
8443,阿瘦,鞋82.25%、其他10.04%、皮包4.30%、襪類3.41% (2016年),2018-01-22,14.0,45.496,48.7857,
8443,阿瘦,鞋82.25%、其他10.04%、皮包4.30%、襪類3.41% (2016年),2018-01-19,14.1,55.744,50.4305,
8443,阿瘦,鞋82.25%、其他10.04%、皮包4.30%、襪類3.41% (2016年),2017-12-14(LOWEST),13.45,9.54798,16.5447
8443,阿瘦,鞋82.25%、其他10.04%、皮包4.30%、襪類3.41% (2016年),2014-09-15 上市

8466,美吉吉-KY,塑膠地板100.00% (2016年),2018-01-29,88.9,15.4836,24.4509,-49000.0,https://tw.stock.yahoo.com/q/ta?s=8466&tech_submit=%ACd+%B8%DF
8466,美吉吉-KY,塑膠地板100.00% (2016年),2018-01-26,90.0,14.5448,29.5731,2000.0
8466,美吉吉-KY,塑膠地板100.00% (2016年),2018-01-25,90.2,21.8172,37.0873,-52000.0
8466,美吉吉-KY,塑膠地板100.00% (2016年),2018-01-24,90.8,32.7258,44.7223,0.0
8466,美吉吉-KY,塑膠地板100.00% (2016年),2018-01-23,91.1,49.0887,50.7205,0.0
8466,美吉吉-KY,塑膠地板100.00% (2016年),2018-01-22,91.4,63.6331,51.5364,-5000.0
8466,美吉吉-KY,塑膠地板100.00% (2016年),2018-01-19,91.2,55.4496,45.4881,
8466,美吉吉-KY,塑膠地板100.00% (2016年),2018-01-29(LOWEST),88.9,15.4836,24.4509
8466,美吉吉-KY,塑膠地板100.00% (2016年),2016-11-01 上市

8467,波力-KY,碳纖維複材用品94.92%、非碳纖維複材用品5.08% (2016年),2018-01-29,32.1,13.6558,20.8525,,https://tw.stock.yahoo.com/q/ta?s=8467&tech_submit=%ACd+%B8%DF
8467,波力-KY,碳纖維複材用品94.92%、非碳纖維複材用品5.08% (2016年),2018-01-26,32.25,35.3195,34.0815,
8467,波力-KY,碳纖維複材用品94.92%、非碳纖維複材用品5.08% (2016年),2018-01-25,32.55,40.4793,33.4625,1000.0
8467,波力-KY,碳纖維複材用品94.92%、非碳纖維複材用品5.08% (2016年),2018-01-24,32.25,33.2189,29.9541,1000.0
8467,波力-KY,碳纖維複材用品94.92%、非碳纖維複材用品5.08% (2016年),2018-01-23,32.7,37.3284,28.3217,3000.0
8467,波力-KY,碳纖維複材用品94.92%、非碳纖維複材用品5.08% (2016年),2018-01-22,32.0,20.9926,23.8183,
8467,波力-KY,碳纖維複材用品94.92%、非碳纖維複材用品5.08% (2016年),2018-01-17,33.0,31.4889,25.2312,8000.0
8467,波力-KY,碳纖維複材用品94.92%、非碳纖維複材用品5.08% (2016年),2016-12-27(LOWEST),31.2,2.14455,6.41204
8467,波力-KY,碳纖維複材用品94.92%、非碳纖維複材用品5.08% (2016年),2015-12-15 上市

8940,新天地,中式餐飲及筵席92.41%、自助及其他餐飲7.59% (2016年),2018-01-29,13.7,21.2238,27.6409,,https://tw.stock.yahoo.com/q/ta?s=8940&tech_submit=%ACd+%B8%DF
8940,新天地,中式餐飲及筵席92.41%、自助及其他餐飲7.59% (2016年),2018-01-26,13.8,59.5692,62.6592,
8940,新天地,中式餐飲及筵席92.41%、自助及其他餐飲7.59% (2016年),2018-01-25,13.7,56.0204,64.2042,1000.0
8940,新天地,中式餐飲及筵席92.41%、自助及其他餐飲7.59% (2016年),2018-01-24,13.8,71.5307,68.2961,1000.0
8940,新天地,中式餐飲及筵席92.41%、自助及其他餐飲7.59% (2016年),2018-01-23,13.8,69.796,66.6788,3000.0
8940,新天地,中式餐飲及筵席92.41%、自助及其他餐飲7.59% (2016年),2018-01-22,13.7,64.694,65.1203,
8940,新天地,中式餐飲及筵席92.41%、自助及其他餐飲7.59% (2016年),2018-01-19,13.8,77.041,65.3334,
8940,新天地,中式餐飲及筵席92.41%、自助及其他餐飲7.59% (2016年),2015-08-24(LOWEST),13.0,2.75652,8.77188
8940,新天地,中式餐飲及筵席92.41%、自助及其他餐飲7.59% (2016年),2009-05-15 上市

9103,美德醫療-DR,製造74.30%、醫院服務20.66%、買賣及其他5.04% (2016年),2018-01-29,1.46,18.187,24.4095,,https://tw.stock.yahoo.com/q/ta?s=9103&tech_submit=%ACd+%B8%DF
9103,美德醫療-DR,製造74.30%、醫院服務20.66%、買賣及其他5.04% (2016年),2018-01-26,1.46,15.0931,30.3949,
9103,美德醫療-DR,製造74.30%、醫院服務20.66%、買賣及其他5.04% (2016年),2018-01-25,1.47,22.6396,38.0459,
9103,美德醫療-DR,製造74.30%、醫院服務20.66%、買賣及其他5.04% (2016年),2018-01-24,1.49,33.9594,45.749,
9103,美德醫療-DR,製造74.30%、醫院服務20.66%、買賣及其他5.04% (2016年),2018-01-23,1.47,30.9392,51.6437,
9103,美德醫療-DR,製造74.30%、醫院服務20.66%、買賣及其他5.04% (2016年),2018-01-22,1.48,46.4088,61.996,
9103,美德醫療-DR,製造74.30%、醫院服務20.66%、買賣及其他5.04% (2016年),2018-01-19,1.51,69.6131,69.7896,
9103,美德醫療-DR,製造74.30%、醫院服務20.66%、買賣及其他5.04% (2016年),2017-04-24(LOWEST),1.31,0.532309,2.28498
9103,美德醫療-DR,製造74.30%、醫院服務20.66%、買賣及其他5.04% (2016年),2002-12-13 上市

910482,聖馬丁-DR,,2018-01-29,0.49,25.0784,25.3454,,https://tw.stock.yahoo.com/q/ta?s=910482&tech_submit=%ACd+%B8%DF
910482,聖馬丁-DR,,2018-01-26,0.48,25.9905,40.9404,
910482,聖馬丁-DR,,2018-01-25,0.48,38.9857,48.4153,
910482,聖馬丁-DR,,2018-01-24,0.51,58.4786,53.1301,
910482,聖馬丁-DR,,2018-01-23,0.51,57.7179,50.4559,
910482,聖馬丁-DR,,2018-01-22,0.51,56.5768,46.825,
910482,聖馬丁-DR,,2018-01-19,0.5,54.8652,41.949,
910482,聖馬丁-DR,,2018-01-26(LOWEST),0.48,25.9905,40.9404
910482,聖馬丁-DR,,2009-12-18 上市

