stockCode,stockName,stockInfo,stockDate,stockIndex,stockK,stockD,amount
2722,夏都,客房73.01%、餐飲收入24.72%、其他2.26% (2016年),2018-01-25,34.95,13.7405,16.7418,0.0,https://tw.stock.yahoo.com/q/ta?s=2722&tech_submit=%ACd+%B8%DF
2722,夏都,客房73.01%、餐飲收入24.72%、其他2.26% (2016年),2018-01-24,34.95,14.7284,18.2425,1000.0
2722,夏都,客房73.01%、餐飲收入24.72%、其他2.26% (2016年),2018-01-23,35.0,16.2102,19.9996,3000.0
2722,夏都,客房73.01%、餐飲收入24.72%、其他2.26% (2016年),2018-01-22,34.95,15.4918,21.8943,
2722,夏都,客房73.01%、餐飲收入24.72%、其他2.26% (2016年),2018-01-19,34.9,17.3553,25.0955,
2722,夏都,客房73.01%、餐飲收入24.72%、其他2.26% (2016年),2018-01-18,35.0,23.0917,28.9656,-1000.0
2722,夏都,客房73.01%、餐飲收入24.72%、其他2.26% (2016年),2018-01-17,35.7,30.3519,31.9026,14000.0
2722,夏都,客房73.01%、餐飲收入24.72%、其他2.26% (2016年),2017-08-08(LOWEST),31.6,0.761649,3.56599

3057,喬鼎,系統產品97.65%、控制卡1.41%、其他0.93% (2016年),2018-01-26,10.45,9.99224,15.7307,32000.0,https://tw.stock.yahoo.com/q/ta?s=3057&tech_submit=%ACd+%B8%DF
3057,喬鼎,系統產品97.65%、控制卡1.41%、其他0.93% (2016年),2018-01-25,10.35,8.32169,18.5999,-20000.0
3057,喬鼎,系統產品97.65%、控制卡1.41%、其他0.93% (2016年),2018-01-24,10.45,12.4825,23.739,-1000.0
3057,喬鼎,系統產品97.65%、控制卡1.41%、其他0.93% (2016年),2018-01-23,10.5,18.7238,29.3673,-43000.0
3057,喬鼎,系統產品97.65%、控制卡1.41%、其他0.93% (2016年),2018-01-22,10.55,28.0857,34.689,-37000.0
3057,喬鼎,系統產品97.65%、控制卡1.41%、其他0.93% (2016年),2018-01-19,10.85,42.1286,37.9907,-5000.0
3057,喬鼎,系統產品97.65%、控制卡1.41%、其他0.93% (2016年),2018-01-18,10.9,44.4428,35.9217,-62000.0
3057,喬鼎,系統產品97.65%、控制卡1.41%、其他0.93% (2016年),2008-11-20(LOWEST),9.84,1.67235,6.09917

3266,昇陽,營建64.14%、房地銷售31.93%、其他2.42%、租賃1.51% (2016年),2018-01-26,11.15,12.4859,21.1638,,https://tw.stock.yahoo.com/q/ta?s=3266&tech_submit=%ACd+%B8%DF
3266,昇陽,營建64.14%、房地銷售31.93%、其他2.42%、租賃1.51% (2016年),2018-01-25,11.25,18.7289,25.5028,8000.0
3266,昇陽,營建64.14%、房地銷售31.93%、其他2.42%、租賃1.51% (2016年),2018-01-24,11.25,20.9505,28.8897,5000.0
3266,昇陽,營建64.14%、房地銷售31.93%、其他2.42%、租賃1.51% (2016年),2018-01-23,11.3,24.2829,32.8593,9000.0
3266,昇陽,營建64.14%、房地銷售31.93%、其他2.42%、租賃1.51% (2016年),2018-01-22,11.25,22.1387,37.1476,
3266,昇陽,營建64.14%、房地銷售31.93%、其他2.42%、租賃1.51% (2016年),2018-01-19,11.2,26.0652,44.652,
3266,昇陽,營建64.14%、房地銷售31.93%、其他2.42%、租賃1.51% (2016年),2018-01-18,11.2,39.0977,53.9454,-5000.0
3266,昇陽,營建64.14%、房地銷售31.93%、其他2.42%、租賃1.51% (2016年),2016-01-28(LOWEST),10.1,4.75953,10.7644

3356,奇偶,數位監控系統及其相關產品100.00% (2016年),2018-01-26,35.6,3.4597,7.17783,10000.0,https://tw.stock.yahoo.com/q/ta?s=3356&tech_submit=%ACd+%B8%DF
3356,奇偶,數位監控系統及其相關產品100.00% (2016年),2018-01-25,36.6,5.18955,9.0369,2000.0
3356,奇偶,數位監控系統及其相關產品100.00% (2016年),2018-01-24,36.95,7.78432,10.9606,2949.0
3356,奇偶,數位監控系統及其相關產品100.00% (2016年),2018-01-23,36.8,6.12092,12.5487,-6000.0
3356,奇偶,數位監控系統及其相關產品100.00% (2016年),2018-01-22,37.55,9.18139,15.7626,-3000.0
3356,奇偶,數位監控系統及其相關產品100.00% (2016年),2018-01-19,37.55,13.7721,19.0532,6000.0
3356,奇偶,數位監控系統及其相關產品100.00% (2016年),2018-01-18,37.9,20.6581,21.6938,8000.0
3356,奇偶,數位監控系統及其相關產品100.00% (2016年),2017-12-05(LOWEST),34.85,14.2384,29.3318

5284,jpp-KY,通訊類產品33.50%、其他22.57%、航空類產品20.57%、電子19.93%、醫療類產品3.43% (2016年),2018-01-26,64.5,13.3667,27.497,-4000.0,https://tw.stock.yahoo.com/q/ta?s=5284&tech_submit=%ACd+%B8%DF
5284,jpp-KY,通訊類產品33.50%、其他22.57%、航空類產品20.57%、電子19.93%、醫療類產品3.43% (2016年),2018-01-25,64.5,20.0501,34.5621,1000.0
5284,jpp-KY,通訊類產品33.50%、其他22.57%、航空類產品20.57%、電子19.93%、醫療類產品3.43% (2016年),2018-01-24,64.8,30.0751,41.8181,-1000.0
5284,jpp-KY,通訊類產品33.50%、其他22.57%、航空類產品20.57%、電子19.93%、醫療類產品3.43% (2016年),2018-01-23,64.5,28.4459,47.6896,-45000.0
5284,jpp-KY,通訊類產品33.50%、其他22.57%、航空類產品20.57%、電子19.93%、醫療類產品3.43% (2016年),2018-01-22,65.0,42.6689,57.3114,-27000.0
5284,jpp-KY,通訊類產品33.50%、其他22.57%、航空類產品20.57%、電子19.93%、醫療類產品3.43% (2016年),2018-01-19,64.7,42.5748,64.6327,1000.0
5284,jpp-KY,通訊類產品33.50%、其他22.57%、航空類產品20.57%、電子19.93%、醫療類產品3.43% (2016年),2018-01-18,64.9,63.8622,75.6616,-1000.0
5284,jpp-KY,通訊類產品33.50%、其他22.57%、航空類產品20.57%、電子19.93%、醫療類產品3.43% (2016年),2017-04-18(LOWEST),59.0,17.7544,17.1982

5706,鳳凰,歐洲線33.15%、大陸線16.32%、東北亞線12.03%、郵輪線10.69%、美洲線10.09%、亞洲線6.07%、紐澳線5.10%、其他3.62%、國民旅遊2.93% (2016年),2018-01-26,35.25,12.5412,29.7011,,https://tw.stock.yahoo.com/q/ta?s=5706&tech_submit=%ACd+%B8%DF
5706,鳳凰,歐洲線33.15%、大陸線16.32%、東北亞線12.03%、郵輪線10.69%、美洲線10.09%、亞洲線6.07%、紐澳線5.10%、其他3.62%、國民旅遊2.93% (2016年),2018-01-25,35.3,18.8118,38.2811,2000.0
5706,鳳凰,歐洲線33.15%、大陸線16.32%、東北亞線12.03%、郵輪線10.69%、美洲線10.09%、亞洲線6.07%、紐澳線5.10%、其他3.62%、國民旅遊2.93% (2016年),2018-01-24,35.4,28.2177,48.0158,6000.0
5706,鳳凰,歐洲線33.15%、大陸線16.32%、東北亞線12.03%、郵輪線10.69%、美洲線10.09%、亞洲線6.07%、紐澳線5.10%、其他3.62%、國民旅遊2.93% (2016年),2018-01-23,35.3,36.0765,57.9148,-13000.0
5706,鳳凰,歐洲線33.15%、大陸線16.32%、東北亞線12.03%、郵輪線10.69%、美洲線10.09%、亞洲線6.07%、紐澳線5.10%、其他3.62%、國民旅遊2.93% (2016年),2018-01-22,35.55,54.1148,68.8339,1000.0
5706,鳳凰,歐洲線33.15%、大陸線16.32%、東北亞線12.03%、郵輪線10.69%、美洲線10.09%、亞洲線6.07%、紐澳線5.10%、其他3.62%、國民旅遊2.93% (2016年),2018-01-19,35.7,65.5472,76.1935,
5706,鳳凰,歐洲線33.15%、大陸線16.32%、東北亞線12.03%、郵輪線10.69%、美洲線10.09%、亞洲線6.07%、紐澳線5.10%、其他3.62%、國民旅遊2.93% (2016年),2018-01-18,35.7,73.3208,81.5166,-3000.0
5706,鳳凰,歐洲線33.15%、大陸線16.32%、東北亞線12.03%、郵輪線10.69%、美洲線10.09%、亞洲線6.07%、紐澳線5.10%、其他3.62%、國民旅遊2.93% (2016年),2017-10-31(LOWEST),33.85,32.5606,37.1653

6443,元晶,太陽能電池93.27%、太陽能模組5.58%、其他營業1.14% (2016年),2018-01-26,10.05,15.5907,27.8944,-96000.0,https://tw.stock.yahoo.com/q/ta?s=6443&tech_submit=%ACd+%B8%DF
6443,元晶,太陽能電池93.27%、太陽能模組5.58%、其他營業1.14% (2016年),2018-01-25,10.05,23.386,34.0462,18000.0
6443,元晶,太陽能電池93.27%、太陽能模組5.58%、其他營業1.14% (2016年),2018-01-24,10.1,35.079,39.3764,107815.0
6443,元晶,太陽能電池93.27%、太陽能模組5.58%、其他營業1.14% (2016年),2018-01-23,10.15,45.4756,41.5251,-100000.0
6443,元晶,太陽能電池93.27%、太陽能模組5.58%、其他營業1.14% (2016年),2018-01-22,10.4,53.9277,39.5498,175000.0
6443,元晶,太陽能電池93.27%、太陽能模組5.58%、其他營業1.14% (2016年),2018-01-19,10.05,30.8916,32.3608,257000.0
6443,元晶,太陽能電池93.27%、太陽能模組5.58%、其他營業1.14% (2016年),2018-01-18,10.15,46.3374,33.0954,50000.0
6443,元晶,太陽能電池93.27%、太陽能模組5.58%、其他營業1.14% (2016年),2016-11-17(LOWEST),8.83,3.25426,6.73748

6579,研揚,工業用系統產品61.39%、單板電腦及周邊裝置31.34%、其他7.26% (2016年),2018-01-26,89.6,29.7433,27.2256,-1000.0,https://tw.stock.yahoo.com/q/ta?s=6579&tech_submit=%ACd+%B8%DF
6579,研揚,工業用系統產品61.39%、單板電腦及周邊裝置31.34%、其他7.26% (2016年),2018-01-25,90.1,27.9483,25.9667,-2000.0
6579,研揚,工業用系統產品61.39%、單板電腦及周邊裝置31.34%、其他7.26% (2016年),2018-01-24,88.9,13.3511,24.9759,-6000.0
6579,研揚,工業用系統產品61.39%、單板電腦及周邊裝置31.34%、其他7.26% (2016年),2018-01-23,89.0,20.0266,30.7883,-7000.0
6579,研揚,工業用系統產品61.39%、單板電腦及周邊裝置31.34%、其他7.26% (2016年),2018-01-22,89.5,30.0399,36.1691,0.0
6579,研揚,工業用系統產品61.39%、單板電腦及周邊裝置31.34%、其他7.26% (2016年),2018-01-19,90.4,45.0599,39.2337,-6000.0
6579,研揚,工業用系統產品61.39%、單板電腦及周邊裝置31.34%、其他7.26% (2016年),2018-01-18,91.0,50.9232,36.3206,4000.0
6579,研揚,工業用系統產品61.39%、單板電腦及周邊裝置31.34%、其他7.26% (2016年),2017-11-16(LOWEST),88.4,12.9928,30.3554

8046,南電,印刷電路板97.90%、其他2.10% (2016年),2018-01-26,26.05,9.24535,17.1426,55000.0,https://tw.stock.yahoo.com/q/ta?s=8046&tech_submit=%ACd+%B8%DF
8046,南電,印刷電路板97.90%、其他2.10% (2016年),2018-01-25,25.9,8.09879,21.0912,-97000.0
8046,南電,印刷電路板97.90%、其他2.10% (2016年),2018-01-24,26.0,12.1482,27.5874,123000.0
8046,南電,印刷電路板97.90%、其他2.10% (2016年),2018-01-23,26.1,18.2223,35.307,-235000.0
8046,南電,印刷電路板97.90%、其他2.10% (2016年),2018-01-22,26.4,27.3334,43.8494,-511000.0
8046,南電,印刷電路板97.90%、其他2.10% (2016年),2018-01-19,26.4,37.4287,52.1074,28000.0
8046,南電,印刷電路板97.90%、其他2.10% (2016年),2018-01-18,26.7,52.5716,59.4468,-191000.0
8046,南電,印刷電路板97.90%、其他2.10% (2016年),2015-08-24(LOWEST),21.8,4.44496,5.27477

8429,金麗-KY,休閒鞋56.27%、服飾(含牛仔服飾)42.89%、配件0.69%、化妝品0.14% (2016年),2018-01-26,23.95,0.967841,3.97871,4000.0,https://tw.stock.yahoo.com/q/ta?s=8429&tech_submit=%ACd+%B8%DF
8429,金麗-KY,休閒鞋56.27%、服飾(含牛仔服飾)42.89%、配件0.69%、化妝品0.14% (2016年),2018-01-25,24.0,1.45176,5.48414,-14000.0
8429,金麗-KY,休閒鞋56.27%、服飾(含牛仔服飾)42.89%、配件0.69%、化妝品0.14% (2016年),2018-01-24,24.05,2.17764,7.50033,-13660.0
8429,金麗-KY,休閒鞋56.27%、服飾(含牛仔服飾)42.89%、配件0.69%、化妝品0.14% (2016年),2018-01-23,24.05,3.26646,10.1617,-3000.0
8429,金麗-KY,休閒鞋56.27%、服飾(含牛仔服飾)42.89%、配件0.69%、化妝品0.14% (2016年),2018-01-22,24.05,4.8997,13.6093,-5532.0
8429,金麗-KY,休閒鞋56.27%、服飾(含牛仔服飾)42.89%、配件0.69%、化妝品0.14% (2016年),2018-01-19,24.1,7.34955,17.9641,-61000.0
8429,金麗-KY,休閒鞋56.27%、服飾(含牛仔服飾)42.89%、配件0.69%、化妝品0.14% (2016年),2018-01-18,24.55,11.0243,23.2713,-34000.0
8429,金麗-KY,休閒鞋56.27%、服飾(含牛仔服飾)42.89%、配件0.69%、化妝品0.14% (2016年),2017-12-27(LOWEST),23.65,21.155,29.5492

8466,美吉吉-KY,塑膠地板100.00% (2016年),2018-01-26,90.0,14.5448,29.5731,2000.0,https://tw.stock.yahoo.com/q/ta?s=8466&tech_submit=%ACd+%B8%DF
8466,美吉吉-KY,塑膠地板100.00% (2016年),2018-01-25,90.2,21.8172,37.0873,-52000.0
8466,美吉吉-KY,塑膠地板100.00% (2016年),2018-01-24,90.8,32.7258,44.7223,0.0
8466,美吉吉-KY,塑膠地板100.00% (2016年),2018-01-23,91.1,49.0887,50.7205,0.0
8466,美吉吉-KY,塑膠地板100.00% (2016年),2018-01-22,91.4,63.6331,51.5364,-5000.0
8466,美吉吉-KY,塑膠地板100.00% (2016年),2018-01-19,91.2,55.4496,45.4881,
8466,美吉吉-KY,塑膠地板100.00% (2016年),2018-01-18,91.5,63.1744,40.5073,12000.0
8466,美吉吉-KY,塑膠地板100.00% (2016年),2018-01-26(LOWEST),90.0,14.5448,29.5731

8478,東哥,自製70呎以上遊艇81.50%、銷售零配件及二手仲介船12.27%、在美國代理之其他品牌遊艇6.23% (2016年),2018-01-26,72.5,5.15519,6.49542,4000.0,https://tw.stock.yahoo.com/q/ta?s=8478&tech_submit=%ACd+%B8%DF
8478,東哥,自製70呎以上遊艇81.50%、銷售零配件及二手仲介船12.27%、在美國代理之其他品牌遊艇6.23% (2016年),2018-01-25,72.1,2.17723,7.16553,8000.0
8478,東哥,自製70呎以上遊艇81.50%、銷售零配件及二手仲介船12.27%、在美國代理之其他品牌遊艇6.23% (2016年),2018-01-24,72.9,3.26584,9.65968,
8478,東哥,自製70呎以上遊艇81.50%、銷售零配件及二手仲介船12.27%、在美國代理之其他品牌遊艇6.23% (2016年),2018-01-23,74.0,4.89876,12.8566,
8478,東哥,自製70呎以上遊艇81.50%、銷售零配件及二手仲介船12.27%、在美國代理之其他品牌遊艇6.23% (2016年),2018-01-22,74.1,7.34814,16.8355,
8478,東哥,自製70呎以上遊艇81.50%、銷售零配件及二手仲介船12.27%、在美國代理之其他品牌遊艇6.23% (2016年),2018-01-19,74.7,11.0222,21.5792,
8478,東哥,自製70呎以上遊艇81.50%、銷售零配件及二手仲介船12.27%、在美國代理之其他品牌遊艇6.23% (2016年),2018-01-18,74.9,16.5333,26.8577,
8478,東哥,自製70呎以上遊艇81.50%、銷售零配件及二手仲介船12.27%、在美國代理之其他品牌遊艇6.23% (2016年),2017-12-12(LOWEST),68.0,0.0,0.0

8488,吉源-KY,馬口鐵罐76.91%、鋁罐23.09% (2016年),2018-01-26,30.1,15.9091,17.7445,,https://tw.stock.yahoo.com/q/ta?s=8488&tech_submit=%ACd+%B8%DF
8488,吉源-KY,馬口鐵罐76.91%、鋁罐23.09% (2016年),2018-01-25,30.1,17.9813,18.6622,3000.0
8488,吉源-KY,馬口鐵罐76.91%、鋁罐23.09% (2016年),2018-01-24,30.05,21.0896,19.0026,2000.0
8488,吉源-KY,馬口鐵罐76.91%、鋁罐23.09% (2016年),2018-01-23,30.6,28.6933,17.9591,3000.0
8488,吉源-KY,馬口鐵罐76.91%、鋁罐23.09% (2016年),2018-01-22,30.0,7.74582,12.5919,
8488,吉源-KY,馬口鐵罐76.91%、鋁罐23.09% (2016年),2018-01-19,30.1,11.6187,15.015,
8488,吉源-KY,馬口鐵罐76.91%、鋁罐23.09% (2016年),2018-01-18,30.2,17.4281,16.7132,
8488,吉源-KY,馬口鐵罐76.91%、鋁罐23.09% (2016年),2017-12-13(LOWEST),29.35,32.7098,47.35

8499,鼎炫-KY,電子材料53.01%、電子衡器44.41%、其他2.58% (2016年),2018-01-26,90.3,5.66918,10.3518,11000.0,https://tw.stock.yahoo.com/q/ta?s=8499&tech_submit=%ACd+%B8%DF
8499,鼎炫-KY,電子材料53.01%、電子衡器44.41%、其他2.58% (2016年),2018-01-25,91.0,8.50377,12.6931,4000.0
8499,鼎炫-KY,電子材料53.01%、電子衡器44.41%、其他2.58% (2016年),2018-01-24,92.5,12.7557,14.7877,2000.0
8499,鼎炫-KY,電子材料53.01%、電子衡器44.41%、其他2.58% (2016年),2018-01-23,94.0,19.1335,15.8037,3000.0
8499,鼎炫-KY,電子材料53.01%、電子衡器44.41%、其他2.58% (2016年),2018-01-22,93.2,13.3941,14.1388,
8499,鼎炫-KY,電子材料53.01%、電子衡器44.41%、其他2.58% (2016年),2018-01-19,95.0,16.407,14.5112,
8499,鼎炫-KY,電子材料53.01%、電子衡器44.41%、其他2.58% (2016年),2018-01-18,94.5,13.7409,13.5633,-2000.0
8499,鼎炫-KY,電子材料53.01%、電子衡器44.41%、其他2.58% (2016年),2018-01-26(LOWEST),90.3,5.66918,10.3518

9110,越南控-DR,摩托車84.08%、零件及引擎15.88%、模具及維修0.04% (2016年),2018-01-26,3.35,10.2153,12.748,,https://tw.stock.yahoo.com/q/ta?s=9110&tech_submit=%ACd+%B8%DF
9110,越南控-DR,摩托車84.08%、零件及引擎15.88%、模具及維修0.04% (2016年),2018-01-25,3.3,5.32294,14.0143,
9110,越南控-DR,摩托車84.08%、零件及引擎15.88%、模具及維修0.04% (2016年),2018-01-24,3.3,7.98441,18.36,
9110,越南控-DR,摩托車84.08%、零件及引擎15.88%、模具及維修0.04% (2016年),2018-01-23,3.3,11.9766,23.5478,
9110,越南控-DR,摩托車84.08%、零件及引擎15.88%、模具及維修0.04% (2016年),2018-01-22,3.32,17.9649,29.3334,
9110,越南控-DR,摩托車84.08%、零件及引擎15.88%、模具及維修0.04% (2016年),2018-01-19,3.31,24.8641,35.0177,
9110,越南控-DR,摩托車84.08%、零件及引擎15.88%、模具及維修0.04% (2016年),2018-01-18,3.35,37.2961,40.0945,
9110,越南控-DR,摩托車84.08%、零件及引擎15.88%、模具及維修0.04% (2016年),2018-01-25(LOWEST),3.3,5.32294,14.0143

911868,同方友友-DR,,2018-01-26,1.34,8.24483,8.63663,-5000.0,https://tw.stock.yahoo.com/q/ta?s=911868&tech_submit=%ACd+%B8%DF
911868,同方友友-DR,,2018-01-25,1.33,6.81169,8.83252,-80000.0
911868,同方友友-DR,,2018-01-24,1.36,10.2175,9.84294,-5000.0
911868,同方友友-DR,,2018-01-23,1.36,8.18345,9.65564,-10000.0
911868,同方友友-DR,,2018-01-22,1.36,7.72971,10.3917,-1000.0
911868,同方友友-DR,,2018-01-19,1.35,8.02314,11.7227,-6000.0
911868,同方友友-DR,,2018-01-18,1.41,12.0347,13.5726,
911868,同方友友-DR,,2018-01-25(LOWEST),1.33,6.81169,8.83252

